"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Seychelles","SYC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988150651.347415","1015427819.82806","1088147345.38184","1155576025.33529","1146346474.29838","1136881752.18276","1192788200.52662","1335464228.90407","1447688610.22186","1474789436.36995","1497122745.24035","1463120650.95631","1480865835.68739","1393685375.42864","1353959019.64972","1475893338.79611","1614717753.60875","1782933833.1462","1744769864.10184","1725452104.09602","1828037665.89822","1972355862.46051","2091481972.41323","2229991204.44739","2291615668.76855","",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6614722472.27432","7179298108.46436","7753745579.27651","6535644783.87217","7198155751.73896","7287164497.51396","7448536790.30377","7869631797.74639","8416695541.06809","8359222117.27662","8285687626.43615","9251644246.96025","10037220771.6753","11514866990.951","15387244429.6547","18054243761.3244","18171282565.5611","18765755998.1717","19338616642.4378","20154260616.3641","22885183257.3778","22904148162.6154","24938626546.7353","26360128599.7775","28284418175.5242","",
"Togo","TGO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5112873708.34015","5077085254.66435","4874982391.02692","4139063459.72726","4759195097.30229","5132593564.2868","5586120393.70507","6389258014.63462","6242312966.80963","6397231657.89102","6347110652.51017","6243855458.3497","6186277681.45619","6492770478.53086","6630356525.81537","6708621715.48175","6980482743.28204","7140367481.75561","7299274948.58694","7555501154.42276","7857394710.04464","8241131319.98898","8728387477.43478","9175073395.02539","9698867916.37917","",
"Thailand","THA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360363109597.994","391203923593.028","422826475007.713","457714050048.061","498849644166.285","544930821437.893","577089086197.119","569174992863.572","509354876730.442","532009118404.304","557279926021.273","569357654747.126","599633667947.775","642447363868.545","683204696804.871","714664216275.91","751061340949.213","788947249453.34","808547069135.8","789709146665.755","851389477448.48","852045787155.162","907348428826.303","933577680462.962","940213762577.609","",
"Tajikistan","TJK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19257428785.3867","17890151341.6246","12702007452.5535","10618878230.3347","8357057167.2731","7320782078.53121","6098211471.41657","6201881066.43054","6530580762.95136","6772212251.18076","7334305769.51355","8082404958.00393","8955304693.46829","9940388209.74951","10964248195.3541","11698852824.4426","12517772522.1536","13494158778.8819","14560197322.413","15113484820.6645","16095861334.0085","17286955072.7244","18583476703.1789","19958653979.2142","21295734214.944","",
"Turkmenistan","TKM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30639548315.9763","29228516485.9378","24854180685.5","25226993394.5452","20862758793.0814","19360631541.1687","20657792428.3212","18302803974.0045","19602303115.2467","22836683080.1064","24085635920.5512","25131878739.7629","25196512993.8014","26020143809.2149","27321256979.0358","30884048124.8487","34271131130.7888","38061278209.1756","43654710953.7667","46319156041.6847","50579501724.1182","58014358231.6118","64455018810.7777","71029437645.6226","78345457481.5441","",
"Timor-Leste","TLS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960090192.674553","1128160071.2622","1312804975.01195","1225555185.32801","1197148277.05881","1203235471.68793","1278310872.11365","1205264536.5643","1343240948.15752","1533973046.53638","1732821404.42072","1895146594.53039","2173128482.5932","2343569932.20835","2469371954.54335","2633726209.52939","",
"Tonga","TON","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339923630.66488","361729527.012962","362641033.034208","376196726.558652","394827970.17981","409483484.337528","409525316.739469","408986449.351305","420106024.692307","436413299.497069","451119728.09136","467368107.2776","483333911.340859","493757197.360075","497530438.733198","505377523.065104","499939654.829208","477086847.579912","488805286.780283","494180062.396804","514766076.36591","525159845.772572","528032245.634813","513904521.53514","524922405.60958","",
"Trinidad and Tobago","TTO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16451760328.8692","16892966967.0322","16614702983.4355","16373960930.3108","16957205588.0235","17627833073.1743","18323545018.0776","18819098738.3318","20281186025.4109","21171244226.9421","22469880023.0172","23389942515.4712","25264321776.2411","28910858412.3619","31194816231.575","32993229313.4153","37527398068.9717","39311584288.7203","40645240524.0755","38860179488.8231","38941099922.9132","38317356468.7917","38900421001.9923","39522852232.8582","","",
"Tunisia","TUN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44866179183.8291","46617999549.9792","50256874178.327","51357413701.9943","52989763601.6653","54235907912.7682","58111649629.4803","61273471596.0654","64204649050.8294","68092005882.2651","71299044084.409","74297192704.8371","75572907445.4574","79638427006.2966","84110623654.6313","87322955541.1403","92258580126.0449","98003300664.0057","102645533382.222","106349132858.844","109804840335.536","109246699182.26","114339053571.295","117221931135.415","","",
"Turkey","TUR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","576131755175.715","580281511492.966","609502370017.762","656137012691.351","625507570061.725","674786725763.807","724583722053.335","779490239355.257","797482538205.163","770644507478.555","822851475428.066","775969706039.876","823799234118.801","867174449365.631","948366324739.998","1028044439366.9","1098912573178.77","1150216179321.85","1157794245710.3","1101920540187.94","1202822885080.86","1308343501046","1336177993787.49","1392197379887.86","1432107526401.69","",
"Tuvalu","TUV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21333030.907868","22102975.1896254","22719397.6786864","23653321.9175898","26085708.2045186","24780265.2887128","23303024.1763182","25634077.9572211","29607672.7701681","29144670.5382264","28861792.4202024","29333425.1762044","31646710.2311008","30591755.5841986","30178099.6427664","29037448.9687241","29658542.0943354","31542027.051028","34060109.3650969","32550275.3324274","31661839.0321007","34338316.8465706","34398222.837107","34844776.3055454","","",
"Tanzania","TZA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36451878699.2521","37207157328.7133","37424566984.3451","37875832715.6963","38469597663.5882","39842928396.2657","41653537207.1804","43121940270.3179","44721122425.64","46885795731.1923","49199068982.4716","52149944939.5634","55885734164.5553","59734152418.3555","64410320105.0015","69674791879.0254","72922035020.5017","79094434073.7384","83497301398.9383","87991415201.5312","93586689055.5195","100984255978.622","106175870333.219","113887487533.288","121819902466.596","",
"Uganda","UGA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13444230587.642","14190935993.1722","14676032831.6667","15898002255.6352","16916052410.5383","18865330372.535","20576814760.1912","21626232696.4328","22687056824.3606","24514260669.1633","25284476024.0342","26595137578.678","28917607371.9315","30789518898.7215","32885433295.7358","34967924772.9686","38739126076.8351","41998026377.7326","45655530298.462","48966033489.7145","51497745362.0934","56479238119.8914","58970684087.1157","60899459842.5957","63645735913.0625","",
"Ukraine","UKR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544366367998.441","498581651416.842","450224224052.893","386174844712.049","297609329976.451","261300991719.324","235170892547.392","228115765770.97","223781566221.322","223334003088.879","236510709271.123","258269694524.066","271699718639.317","297239492191.414","333205470746.575","342202018456.732","367182765846.43","396190207164.103","405302581872.174","345317799715.512","359821147357.375","378531847053.314","379288910738.748","379288910738.748","353497233846.881","",
"Upper middle income","UMC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8639492521987.81","8797827833526.95","9181266597570.84","9700883521806.92","10238748743422.1","10762823636882.5","11443277998641","12094850261693.4","12516132837365.2","12966565535402.5","13744012943325.2","14246233352083.1","15031828080138.2","15864630233333.4","17147798450162.8","18442526205199.1","20034523427399.9","21888447575595.2","23263328118883","24106971119803.9","26090072770521.6","27769691934374.3","29275434349080.7","30829075677536.3","32259401163184.9","",
"Uruguay","URY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30604531169.9292","31687566918.7165","34200894302.2873","35109798838.6767","37666263599.3897","37121007152.3104","39191601255.1434","42541575179.5655","44463982205.2815","43601731257.596","42760248090.1599","41116488583.5772","37937358717.89","38242862167.2516","40156596315.2063","43152331451.8578","44920963140.1066","47859472816.8147","51293937820.6379","53470593085.6858","57643122516.3077","60618737180.8228","62633167495.3979","65827685298.4219","68130610775.2141","",
"United States","USA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251559342695.22","9244709778701.02","9573394397689.4","9836259387775.42","10233418644730.6","10511666739366.5","10910675293244.5","11400236053484.7","11907536407284.4","12465428273275.4","12975535591607.6","13102174470031","13336195998698.5","13710513080587.1","14229557918646","14705567350894.7","15097709831204.4","15366233225126.5","15321421973151.8","14896171395036.3","15273330594496.2","15517926000000","15878110212571.6","16230494381381.2","16618115415339.2","",
"Uzbekistan","UZB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62176114570.177","61870208084.0355","54940744780.2142","53677107647.1597","50885898053.8376","50427924968.1883","51285199694.4756","53952030077.2186","56271967370.539","58691661969.1291","60921945120.0567","63480666820.0589","66019893490.8729","68792729016.5064","74089769149.1094","79276052993.2476","85063204859.6946","93144209323.3539","101917677347.717","110173009208.602","119537714992.162","129459345335.412","140075011654.142","151281012588.02","163534774610.637","",
"St. Vincent and the Grenadines","VCT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615555371.462165","619346320.785164","665943276.390443","666991894.671307","646960421.661207","653441397.06847","662198533.094867","750103677.215463","788923038.058604","823674876.341437","816841621.408033","830803597.937999","883324073.448974","951249850.639174","990786498.737275","1015437314.92786","1093236133.53842","1129404050.66166","1147964421.87187","1123867945.42491","1086049008.05354","1080828655.05296","1093426393.65134","1113058320.42432","1108030348.90376","",
"Venezuela, RB","VEN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287018846730.831","314945458887.656","334032644235.668","334952530278.565","327082794171.2","340008003149.67","339335340231.153","360954162379.544","362015566721.131","340401578826.557","352951994981.06","364932019037.874","332614926354.18","306819640805.661","362926541764.777","400372989517.047","439898408032.37","478404754112.089","503654793696.135","487526242853.028","480267994804.158","500326029131.469","528474156265.564","535572061140.563","514153226860.945","",
"Virgin Islands (U.S.)","VIR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99100234612.8374","105007444934.11","114086438459.183","123296329352.288","134194468418.747","146997265074.051","160726835350.597","173829422209.232","183849741835.726","192625968991.962","205700102991.85","218438890912.423","232246022174.538","248268822701.405","266979380601.316","287128975835.916","307164706021.427","329064027510.377","347694879875.925","366463093253.073","390001890710.746","414339189417.434","436081087957.563","459724894293.841","487233244248.599","",
"Vanuatu","VUT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373870461.746746","385607457.764368","395602466.772851","398572413.156774","434668674.275628","439066479.263509","449289945.40478","471364637.958905","491640227.696662","493286181.241426","522498808.59886","504271397.121663","478496983.835512","499040922.523858","518926479.794299","546444384.613052","592689583.09667","623365280.271673","663575315.757825","685521363.02134","696713847.125733","705126498.576747","717611361.019991","731742177.007999","","",
"West Bank and Gaza","PSE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6441964419.57275","6900536431.52208","7402059471.90343","9179526642.29508","11560083190.1554","13637277345.3075","12289715748.195","11500589770.3504","11331256038.9389","12374306196.0001","13473737480.184","14962057376.8104","14282377811.0298","14028988557.118","12817945455.4481","15502124216.8791","15864480534.2051","17116660781.2281","19594339826.3095","18755481564.9973","18474326214.227","",
"World","WLD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46553647484516.4","47155745111360.7","48007819945582","48945271746924.3","50437413385465.3","52108829636619.3","54108868316807","56289715771883.9","57632989719100.4","59694934398464.3","62485387254044.6","63986383271739.5","65740435529483.8","68188746288490.2","71870943433280.7","75281141746093.4","79378442147093.6","83708480753678.5","86129307587814.3","85888495869128.6","90421897641338.9","94046293226614.9","97071937165458.8","100316614809041","103635020695228","",
"Samoa","WSM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","594321858.566802","580652414.080239","579491165.280813","603250231.736633","587915029.149797","627150372.780801","672173284.164007","676498213.647496","691346580.427006","706455537.227996","755333714.405183","807752105.419164","842840821.300953","880899122.797896","921640724.383748","959948648.308674","978848193.437997","1040737258.11625","1051239198.92901","1000692756.77304","1005487663.30585","1063590213.33335","1067945914.7506","1047355041.36016","1059861231.54449","",
"Yemen, Rep.","YEM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40573438788.9727","43126925678.239","46666610424.7805","48534192471.6902","51796636205.8449","54733179829.749","57270044845.0173","60265905049.7945","63885893907.5877","66297925307.6399","70396407101.2762","73074037138.3656","75949669660.9232","78795806214.2256","81926124362.7119","86507226837.1405","89249860065.2843","92229402335.7709","95931849196.1868","99898475705.4543","103212572868.583","87639454153.7984","89804042203.1327","93536033747.688","","",
"South Africa","ZAF","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364806491140.44","361091637401.081","353374958476.125","357734239310.281","369181734963.92","380626368765.138","396993302609.752","407315128484.174","409351704116.318","419176145035.126","436781543113.734","448574644789.332","465173586124.75","478891906226.267","500703324990.88","527125699669.845","556565912271.345","586400483588.076","605112780377.545","595805606449.428","613916590003.784","633638364273.928","647704020796.938","662033529403.253","672128500113.145","",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44322410981.9598","40589997927.5113","36328044668.7322","31435001972.787","30209037900.7864","30420500812.584","30109246570.7105","28417996160.316","27956444126.23","26762664590.6628","24913116292.8378","24389897744.7965","25108854658.8327","26509381956.1412","28295683239.7376","30031666176.9741","31629645445.5134","33609493564.9503","35701987120.9681","36721300312.6956","39320760556.4262","42019985292.7179","45027716855.6637","48856650251.9112","53276514097.8802","",
"Zambia","ZMB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18878567338.8661","18871745872.251","18545090664.8461","19805651276.7982","18097326345.9044","18621726908.6202","19779727658.1311","20534127968.8627","20454918345.3633","21406110869.5761","22240376124.0018","23422867636.0753","24478305426.7009","26178317343.1824","28019280057.347","30046642802.1188","32421437660.4277","35129417564.0102","37860341884.6784","41351197328.4438","45609628734.5886","48500570489.7152","51764937271.7143","55240150558.3477","58554559632.1962","",
"Zimbabwe","ZWE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26485288627.6423","27950397075.7463","25430509512.2606","25697900768.4338","28071152976.8872","28115512627.5926","31028475628.7603","31860223138.6742","32779458093.5485","32511380834.763","31516796045.1479","31970516592.0009","29127051359.689","24176887273.4321","22772805284.4409","21472231283.5099","20728971060.4204","19971673954.8524","16442889549.119","17426896310.9096","19409366308.7259","21720130537.0852","24014906695.841","25091757961.2977","25886717699.8542","",
